itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
463680,4,KODEX 미국S&P500테크놀로지,13720,5,-100,-0.72,13774.0,-8.6402,2555,35,220
0043Y0,4,TIMEFOLIO 차이나AI테크액티브,10145,5,-65,-0.64,10133.0,,222922,2273,218
450910,1,SOL 코스닥150,11295,5,-30,-0.26,11310.0,-11.854,29,0,217
276990,4,KODEX 글로벌로봇(합성),17995,2,35,0.19,17848.0,-10.1776,1729,31,217
483340,4,ACE 구글밸류체인액티브,9850,2,50,0.51,9852.0,-11.7118,94518,933,217
459560,4,KODEX 테슬라밸류체인FactSet,13900,5,-115,-0.82,13912.0,-10.045,13408,186,215
0041E0,4,KODEX 미국S&P500액티브,10760,5,-75,-0.69,10770.0,,10918,117,215
238720,4,ACE 일본Nikkei225(H),26620,2,145,0.55,26551.0,-3.9195,752,20,213
442260,1,마이티 다이나믹퀀트액티브,12300,2,65,0.53,12272.0,0.7991,4112,50,212
0000H0,2,KODEX 인도Nifty미드캡100,10575,2,5,0.05,10598.0,,946,9,212
468630,6,KODEX iShares미국투자등급회사채액티브,10835,2,20,0.18,10820.0,-4.8143,12540,135,207
375770,2,KODEX 탄소효율그린뉴딜,8590,2,20,0.23,8591.0,-1.483,42,0,206
211900,2,KODEX 배당성장,16450,2,90,0.55,16447.0,4.8583,5442,89,206
0019K0,7,TIMEFOLIO 미국나스닥100채권혼합50액티브,9980,3,0,0.0,9986.0,,212437,2124,205
196030,4,ACE 일본TOPIX레버리지(H),40910,2,225,0.55,41244.0,-2.8882,70,2,205
494840,4,TIGER 미국방산TOP10,9950,5,-90,-0.9,9962.0,8.3414,13069,130,204
354350,4,HANARO 글로벌럭셔리S&P(합성),19000,5,-320,-1.66,18981.0,-8.5228,1154,21,203
447660,7,PLUS 애플채권혼합,11950,5,-20,-0.17,11976.0,-6.1839,4995,59,203
0010E0,6,ACE FTSE WGBI Korea,101530,2,35,0.03,101590.0,1.1762,3,0,203
483240,4,TIGER 미국나스닥100ETF선물,10050,5,-10,-0.1,10076.0,-8.5039,435,4,201
496120,1,ACE 코리아밸류업,10455,2,65,0.63,10460.0,1.3856,622,6,199
354500,1,ACE 코스닥150,11585,5,-10,-0.09,11590.0,-11.9256,3371,38,197
117460,2,KODEX 에너지화학,8775,5,-230,-2.55,8784.0,-15.8097,45736,402,197
271050,5,KODEX WTI원유선물인버스(H),4595,2,50,1.1,4604.0,12.2222,220333,1011,196
429760,4,PLUS 미국S&P500,14815,5,-95,-0.64,14811.0,-7.598,2035,30,193
444200,2,SOL KEDI메가테크액티브,18115,2,70,0.39,18086.0,3.7009,21091,380,190
453950,4,TIGER TSMC파운드리밸류체인,14630,2,65,0.45,14632.0,-9.8589,4738,69,190
459790,4,KIWOOM 미국성장기업30액티브,14075,2,15,0.11,14042.0,-9.4364,859,12,190
438560,6,SOL 국고채3년,103260,2,35,0.03,103226.0,1.3102,61,6,187
472350,4,1Q 차이나H(H),15540,2,130,0.84,15387.0,-1.1863,87,1,186
385590,2,ACE ESG액티브,7760,3,0,0.0,7821.0,-0.2186,0,0,186
489000,6,PLUS 일본엔화초단기국채(합성),10295,5,-40,-0.39,10271.0,0.977,41412,425,185
139250,2,TIGER 200 에너지화학,8800,5,-180,-2.0,8784.0,-12.5268,78638,692,185
0005D0,2,SOL 전고체배터리&실리콘음극재,8885,5,-290,-3.16,8891.0,-28.4601,123801,1108,182
483570,4,KCGI 미국S&P500 TOP10,11240,5,-65,-0.57,11267.0,-9.1604,90790,1030,180
130680,5,TIGER 원유선물Enhanced(H),3800,5,-40,-1.04,3788.0,-13.5136,109726,417,179
428510,4,KODEX 차이나AI테크액티브,11520,5,-25,-0.22,11493.0,-16.7328,5129,59,179
292190,1,KODEX KRX300,16175,2,35,0.22,16194.0,-2.0156,1621,26,178
269420,4,KODEX S&P글로벌인프라(합성),19035,5,-50,-0.26,19062.0,2.884,3287,62,178
0015F0,7,KIWOOM 팔란티어미국30년국채혼합액티브(H),9835,2,160,1.65,9834.0,-0.871,26384,259,177
252420,3,RISE 200선물인버스2X,2095,5,-5,-0.24,2096.0,-1.1765,134318,280,176
491700,1,HK 200,35100,2,25,0.07,35206.0,-0.6374,12,0,176
341850,7,TIGER 리츠부동산인프라채권TR KIS,4740,2,5,0.11,4733.0,1.6967,1361,6,175
451600,6,PLUS 국고채30년액티브,118220,5,-110,-0.09,118073.0,1.2449,34,4,174
266370,2,KODEX IT,14460,5,-45,-0.31,14438.0,-13.1698,1881,27,174
213630,4,PLUS 미국다우존스고배당주(합성 H),16935,5,-35,-0.21,16928.0,-5.2221,4644,78,173
250780,3,TIGER 코스닥150선물인버스,4045,3,0,0.0,4049.0,12.2052,175975,714,170
239660,6,PLUS 우량회사채50,120520,2,5,0.0,120538.0,0.9888,508,61,169
354240,7,RISE 미국고정배당우선증권 TR,10825,5,-55,-0.51,10865.0,-7.9137,3739,40,168
494420,2,PLUS 미국배당증가성장주데일리커버드콜,8800,5,-40,-0.45,8752.0,-7.1819,9196,81,167
491830,4,TIGER 미국AI반도체팹리스,10445,5,-80,-0.76,10442.0,-10.0274,55482,580,167
396510,4,TIGER 차이나클린에너지SOLACTIVE,5495,5,-125,-2.22,5535.0,-7.4898,4516,24,167
243880,2,TIGER 200IT레버리지,21120,2,65,0.31,21056.0,-23.9618,4122,86,164
395150,2,KODEX 웹툰&드라마,2975,2,40,1.36,2974.0,-6.8254,6416,19,164
0018C0,2,PLUS 고배당주위클리고정커버드콜,10515,2,115,1.11,10500.0,,35242,369,163
252400,3,RISE 200선물레버리지,14800,2,35,0.24,14795.0,-4.1856,12135,180,163
445690,2,BNK 주주가치액티브,14795,2,60,0.41,14776.0,2.4687,4,0,163
0013R0,7,RISE 테슬라미국채타겟커버드콜혼합(합성),9010,2,65,0.73,8933.0,-7.1036,11855,106,162
440650,6,ACE 미국달러단기채권액티브,11390,5,-40,-0.35,11394.0,-2.8062,17628,201,159
491820,2,HANARO 전력설비투자,14480,2,105,0.73,14452.0,3.0244,46875,670,159
265690,4,ACE 러시아MSCI(합성),8535,3,0,0.0,49.0,0.0,0,0,158
459750,4,RISE 글로벌주식분산액티브,13640,5,-110,-0.8,13669.0,-3.6778,4338,59,157
415340,4,KODEX 차이나과창판STAR50(합성),7785,5,-65,-0.83,7845.0,-11.5991,6418,50,156
280320,4,ACE 미국IT인터넷S&P(합성 H),19510,2,5,0.03,19762.0,-4.4342,397,7,156
277540,4,ACE 아시아TOP50S&P,17305,5,-35,-0.2,17395.0,-5.0904,2060,35,156
448630,7,RISE 삼성그룹Top3채권혼합,9680,5,-150,-1.53,9703.0,-1.9941,5899,57,155
371870,4,ACE 차이나항셍테크,7740,5,-30,-0.39,7691.0,-12.6967,28161,220,155
261120,7,TIGER 미국달러선물인버스2X,5715,2,50,0.88,5719.0,6.0861,25676,146,154
491510,2,파워 K-주주가치액티브,10580,2,20,0.19,10624.0,3.6106,51,0,153
474920,4,에셋플러스 차이나일등기업포커스10액티브,14750,5,-60,-0.41,14683.0,-2.2443,3648,54,153
422260,2,VITA MZ소비액티브,10200,2,240,2.41,10241.0,10.6666,30601,309,153
407820,2,에셋플러스 코리아플랫폼액티브,7260,2,15,0.21,7252.0,5.4585,1219,8,152
410870,2,TIMEFOLIO K컬처액티브,11715,2,260,2.27,11705.0,12.9127,39779,460,152
467620,6,KIWOOM 25-09 미국채권(AA-이상)액티브,54120,5,-140,-0.26,54155.0,-2.657,4486,243,152
225800,7,KIWOOM 미국달러선물레버리지,14420,5,-85,-0.59,14419.0,-6.5701,17328,252,151
0049K0,7,ACE 미국배당퀄리티채권혼합50,10000,5,-35,-0.35,9991.0,,85048,851,150
440340,7,TIGER 글로벌멀티에셋TIF액티브,10695,5,-20,-0.19,10684.0,-6.3293,2672,28,150
266410,2,KODEX 필수소비재,7485,2,105,1.42,7481.0,13.5384,20984,156,150
137610,5,TIGER 농산물선물Enhanced(H),5535,3,0,0.0,5539.0,-7.6731,3083,17,149
0049M0,4,ACE 미국배당퀄리티+커버드콜액티브,9945,5,-80,-0.8,9953.0,,140227,1398,149
183700,7,RISE 채권혼합,62145,2,25,0.04,62267.0,0.534,21,1,149
290080,3,RISE 200고배당커버드콜ATM,8885,2,60,0.68,8894.0,5.9169,11564,102,147
0036D0,4,TIMEFOLIO 미국배당다우존스액티브,9725,5,-55,-0.56,9716.0,,176238,1721,146
253290,7,RISE 헬스케어채권혼합,11985,5,-45,-0.37,11996.0,-2.3539,1411,16,144
225130,4,ACE 골드선물 레버리지(합성 H),35800,5,-75,-0.21,35863.0,22.7754,6756,237,143
139270,2,TIGER 200 금융,9420,2,165,1.78,9426.0,8.4866,87418,822,143
428560,4,KODEX 미국ETF산업Top10 Indxx,16805,5,-190,-1.12,16872.0,-3.8908,3361,56,143
385520,2,KODEX 자율주행액티브,6615,5,-90,-1.34,6619.0,-14.3569,2570,17,142
241390,7,RISE V&S셀렉트밸류채권혼합,11770,5,-10,-0.08,11796.0,-0.6746,171,2,141
417630,2,TIGER KEDI혁신기업ESG30,10060,2,20,0.2,10040.0,-4.3446,2637,26,141
122090,1,PLUS 코스피50,23450,2,10,0.04,23402.0,-2.581,9954,233,141
469160,4,ACE 일본반도체,10790,2,35,0.33,10730.0,-8.6237,323,3,140
494180,4,TIMEFOLIO 글로벌소비트렌드액티브,10300,5,-40,-0.39,10514.0,-10.321,16222,169,139
102960,2,KODEX 기계장비,8335,2,70,0.85,8318.0,1.2991,11721,97,138
304770,1,HANARO 코스닥150,11525,5,-20,-0.17,11546.0,-12.1252,256,2,138
494340,4,ACE 글로벌AI맞춤형반도체,10225,5,-40,-0.39,10261.0,-12.3399,7831,80,138
482870,2,HANARO 주주가치성장코리아액티브,10520,2,80,0.77,10488.0,0.5296,476,4,137
371150,4,RISE 차이나항셍테크,7800,5,-80,-1.02,7745.0,-12.5902,7062,55,137
140950,1,파워 코스피100,26130,2,10,0.04,26173.0,-1.5492,282,7,136
0000Z0,2,RISE 바이오TOP10액티브,10430,5,-85,-0.81,10457.0,-3.8849,8316,87,136
379790,4,RISE 유로스탁스50(H),15060,5,-115,-0.76,15168.0,0.4966,2260,34,136
316670,1,KIWOOM 코스닥150,5735,5,-15,-0.26,5749.0,-11.7963,11307,64,135
460660,4,RISE 미국S&P배당킹,10385,5,-65,-0.62,10379.0,-6.1939,6334,65,135
117680,2,KODEX 철강,8710,3,0,0.0,8684.0,-9.1763,52490,454,134
185680,4,KODEX 미국S&P바이오(합성),23470,5,-215,-0.91,23498.0,-17.402,4787,112,133
381560,2,HANARO Fn전기&수소차,6315,5,-95,-1.48,6310.0,-15.4689,1521,9,133
0051G0,4,SOL 미국원자력SMR,11010,2,1245,12.75,9979.0,,1204588,13024,132
479850,2,HANARO K-뷰티,14440,2,395,2.81,14412.0,22.4178,95644,1370,130
300610,2,TIGER K게임,6650,5,-150,-2.21,6637.0,-2.7043,14709,98,130
451670,6,RISE 국채30년레버리지(합성),25925,5,-20,-0.08,25824.0,1.8849,787,20,130
475300,2,SOL 반도체전공정,6975,5,-25,-0.36,6961.0,-13.9521,11634,81,129
291130,4,ACE 멕시코MSCI(합성),14270,5,-170,-1.18,14373.0,9.5183,974,13,128
295020,6,RISE 국채선물10년인버스,53930,5,-65,-0.12,53984.0,-0.2771,7,0,128
306950,3,KODEX KRX300레버리지,12700,2,110,0.87,12740.0,-6.9132,331,4,127
0001P0,2,마이티 바이오시밀러&CDMO액티브,9065,5,-200,-2.16,9059.0,-9.5127,1880,17,127
456250,4,KODEX 유럽명품TOP10 STOXX,10060,5,-210,-2.04,10015.0,-9.8174,10802,108,126
219390,4,RISE 미국S&P원유생산기업(합성 H),5350,5,-30,-0.56,5435.0,-13.5743,16729,89,126
114460,6,ACE 국고채3년,104695,2,25,0.02,104734.0,1.3007,127,13,126
461900,4,PLUS 미국테크TOP10,16730,2,40,0.24,16749.0,-9.2096,2148,36,125
0047R0,4,RISE 팔란티어고정테크100,10415,2,35,0.34,10365.0,,205179,2145,125
217780,4,TIGER 차이나CSI300인버스(합성),7565,2,25,0.33,7723.0,4.4321,803,6,125
435040,4,ACE 글로벌브랜드TOP10블룸버그,16585,5,-235,-1.4,16601.0,-6.384,1135,18,124
337140,2,KODEX 코스피대형주,12410,5,-10,-0.08,12412.0,-1.4755,1371,17,124
465670,4,TIGER 미국캐시카우100,11800,5,-50,-0.42,11796.0,-9.1676,835,9,124
468370,6,KODEX iShares미국인플레이션국채액티브,10750,3,0,0.0,10737.0,-3.2142,13840,149,123
469060,4,RISE 미국반도체NYSE,13580,5,-265,-1.91,13610.0,-12.9684,2259,30,122
310080,4,RISE 중국MSCI China(H),9775,5,-20,-0.2,9746.0,-1.2601,6271,61,122
0047P0,4,RISE 테슬라고정테크100,10620,2,25,0.24,10599.0,,259288,2762,122
387280,2,TIGER 퓨처모빌리티액티브,6040,5,-90,-1.47,6093.0,-17.4856,3926,23,122
276000,4,TIGER 글로벌자원생산기업(합성 H),14350,5,-125,-0.86,14579.0,-0.1725,1388,19,122
463640,4,KODEX 미국S&P500유틸리티,12820,5,-160,-1.23,12833.0,-2.362,5443,69,122
391600,4,ACE 미국친환경그린테마INDXX,8390,5,-225,-2.61,8361.0,-5.9498,889,7,122
117690,4,TIGER 차이나항셍25,20210,5,-265,-1.29,20186.0,-5.6452,8309,168,121
230480,7,KIWOOM 미국달러선물인버스2X,4960,2,30,0.61,4992.0,6.0215,9826,48,121
275300,2,KODEX MSCI퀄리티,8560,2,60,0.71,8519.0,-2.8794,2,0,120
411050,4,ACE 글로벌메타버스테크액티브,13235,2,95,0.72,13359.0,-12.633,1546,20,119
453060,6,HANARO KOFR금리액티브(합성),107820,2,5,0.0,107819.0,0.7005,192,20,119
455660,6,ACE 미국하이일드액티브(H),9840,2,15,0.15,9822.0,-1.3456,11395,112,118
430500,7,KIWOOM 물가채KIS,117175,5,-130,-0.11,117294.0,1.6331,269,31,117
395280,2,HANARO Fn K-게임,3960,5,-85,-2.1,3971.0,-0.4921,534,2,117
385600,2,ACE 2차전지&친환경차액티브,5300,5,-115,-2.12,5314.0,-29.6388,8124,43,117
433880,7,PLUS TDF2060액티브,14515,5,-90,-0.62,14545.0,-4.6049,5555,80,116
138910,5,KODEX 구리선물(H),7730,5,-40,-0.51,7717.0,0.6476,90372,697,116
195920,4,TIGER 일본TOPIX(합성 H),23190,2,30,0.13,23441.0,0.0,120,2,116
487950,4,KODEX 대만테크고배당다우존스,9550,5,-40,-0.42,9519.0,-1.1748,3116,29,115
0021E0,7,ACE TDF2050액티브,9915,5,-55,-0.55,9925.0,,1986,19,114
0040X0,7,SOL 팔란티어미국채커버드콜혼합,10365,2,40,0.39,10310.0,,109641,1137,114
453630,4,KODEX 미국S&P500필수소비재,11910,5,-100,-0.83,11910.0,-2.7924,3427,40,113
100910,1,KIWOOM KRX100,5380,2,40,0.75,5377.0,-3.1908,279,1,113
223190,2,KODEX 200가치저변동,11275,2,40,0.36,11271.0,1.2892,769,8,113
496130,1,TRUSTON 코리아밸류업액티브,10625,2,65,0.62,10625.0,4.7099,117,1,113
472840,1,ITF 200,34605,2,60,0.17,34609.0,-0.7328,40,1,112
461910,4,PLUS 미국테크TOP10레버리지(합성),22470,5,-235,-1.04,22525.0,-22.9425,2050,46,112
449690,4,TIGER 한중반도체(합성),14970,5,-50,-0.33,14866.0,-14.6834,30,0,112
446700,2,RISE 배터리 리사이클링,7160,5,-140,-1.92,7147.0,-24.6024,6981,50,112
484890,6,SOL 머니마켓액티브,51537,2,2,0.0,51536.0,0.6739,5613,289,111
453660,4,KODEX 미국S&P500경기소비재,15855,2,55,0.35,15806.0,-8.697,2054,32,111
477490,4,에셋플러스 글로벌일등기업포커스10액티브,14890,5,-95,-0.63,14935.0,-4.6453,5223,78,110
483420,4,ACE 애플밸류체인액티브,9570,5,-90,-0.93,9587.0,-12.1419,7242,69,110
0018Z0,4,RISE 미국양자컴퓨팅,12200,2,875,7.73,12258.0,,26698,326,110
487920,4,ACE 인도시장대표BIG5그룹액티브,8685,2,160,1.88,8671.0,0.1174,1468,12,109
156080,1,KODEX MSCI Korea,15475,3,0,0.0,15473.0,-3.0935,683,10,108
105780,2,RISE 5대그룹주,5390,5,-60,-1.1,5392.0,-8.6184,827,4,108
407310,1,HANARO 200 TOP10,7420,5,-50,-0.67,7418.0,-8.2648,86,0,108
269370,4,TIGER S&P글로벌인프라(합성),15210,5,-80,-0.52,15183.0,3.0879,1266,19,106
275280,2,KODEX MSCI모멘텀,15195,2,85,0.56,15230.0,5.5978,84,1,106
275290,2,KODEX MSCI밸류,10565,3,0,0.0,10598.0,1.8313,0,0,106
464610,2,SOL 의료기기소부장Fn,11735,5,-80,-0.68,11776.0,17.5972,30771,361,106
432840,4,HANARO 미국S&P500,14995,5,-120,-0.79,15010.0,-7.7398,2022,30,105
461450,1,KODEX 코스닥글로벌,10490,5,-105,-0.99,10525.0,-10.9664,973,10,105
365040,1,TIGER AI코리아그로스액티브,13055,2,15,0.12,13054.0,-0.4581,7544,98,104
140710,2,KODEX 운송,5495,2,50,0.92,5501.0,2.7552,43623,237,104
417450,4,RISE 글로벌수소경제,6290,5,-75,-1.18,6293.0,-10.7294,2854,18,104
419650,4,PLUS 글로벌수소&차세대연료전지,2965,5,-25,-0.84,2921.0,-14.1792,31626,93,104
226980,1,KODEX 200 중소형,14785,2,170,1.16,14811.0,7.1166,355,5,103
104520,2,KIWOOM 블루칩,8585,2,40,0.47,8582.0,-0.466,89,0,103
475310,2,SOL 반도체후공정,9800,5,-30,-0.31,9781.0,-12.5445,28339,278,103
463690,4,KODEX 미국S&P500커뮤니케이션,15747,5,-128,-0.81,15794.0,-6.4361,248,3,102
285690,2,FOCUS ESG리더스,11365,2,40,0.35,11360.0,-0.962,1,0,102
138530,2,TIGER LG그룹+펀더멘털,6080,2,10,0.16,6074.0,-5.979,12859,78,102
307520,2,TIGER 지주회사,11270,2,200,1.81,11252.0,8.7319,84877,947,101
0036R0,4,RISE 미국휴머노이드로봇,11235,5,-85,-0.75,11244.0,,113152,1278,101
157500,2,TIGER 증권,7020,2,35,0.5,7023.0,15.9143,98450,693,101
0005C0,6,RISE 미국S&P500엔화노출(합성 H),10060,5,-135,-1.32,10120.0,-4.0922,440,4,101
337150,2,KODEX 200exTOP,12525,3,0,0.0,12587.0,0.4813,0,0,100
0021D0,7,ACE TDF2030액티브,9990,5,-5,-0.05,9992.0,,692,6,100
498610,4,RISE 인도디지털성장,9985,2,65,0.66,10001.0,,3186,31,100
442090,2,에셋플러스 코리아대장장이액티브,12430,5,-25,-0.2,12468.0,3.2752,1030,12,99
0020H0,4,KoAct 글로벌양자컴퓨팅액티브,12380,2,800,6.91,12594.0,,56437,706,99
0021C0,7,ACE 장기자산배분액티브,9895,5,-70,-0.7,9880.0,,346,3,99
480460,7,WON 한국부동산TOP3플러스,9755,2,25,0.26,9781.0,-0.9569,123,1,98
0023B0,4,PLUS 미국양자컴퓨팅TOP10,12175,2,790,6.94,12317.0,,27402,335,97
0015E0,7,KIWOOM 엔비디아미국30년국채혼합액티브(H),9700,2,75,0.78,9694.0,-3.7789,6167,59,97
0035T0,7,PLUS 글로벌휴머노이드로봇액티브,11400,5,-35,-0.31,11415.0,,29905,341,97
400590,4,SOL 글로벌탄소배출권선물ICE(합성),12065,5,-215,-1.75,12201.0,5.3625,434,5,97
473640,4,HANARO 글로벌금채굴기업,17535,5,-245,-1.38,17520.0,13.5376,14719,256,96
0036Z0,4,RISE 미국천연가스밸류체인,9640,5,-95,-0.98,9604.0,,80770,783,96
145850,2,TREX 펀더멘탈 200,38500,2,85,0.22,38449.0,0.9937,2,0,96
460270,6,KIWOOM 미국달러SOFR금리액티브(합성),11865,5,-50,-0.42,11882.0,-2.8141,41,0,96
181480,7,ACE 미국부동산리츠(합성 H),79815,5,-205,-0.26,80054.0,-4.9147,206,16,96
159800,1,마이티 코스피100,26535,2,135,0.51,26462.0,-1.7382,5,0,96
433220,4,에셋플러스 글로벌대장장이액티브,18300,3,0,0.0,18328.0,-3.9371,241,4,95
494210,4,SOL 미국500타겟커버드콜액티브,9510,5,-50,-0.52,9520.0,-8.1388,3966,37,95
091220,2,TIGER 은행,9825,2,150,1.55,9830.0,9.6068,30449,298,94
376410,2,TIGER 탄소효율그린뉴딜,8565,2,25,0.29,8588.0,-1.918,2131,18,94
225060,4,TIGER 이머징마켓MSCI레버리지(합성 H),8555,2,115,1.36,8576.0,-0.5304,852,7,94
452440,2,VITA 밸류알파액티브,13405,2,45,0.34,13444.0,0.225,19154,257,94
445910,2,TIGER MKF배당귀족,13315,2,25,0.19,13302.0,2.2701,1555,20,93
472720,1,TRUSTON 주주가치액티브,12860,2,65,0.51,12879.0,5.7875,227,2,93
0051A0,4,KoAct 브로드컴밸류체인액티브,9745,5,-70,-0.71,9788.0,,108014,1054,93
152500,3,ACE 레버리지,6585,2,40,0.61,6581.0,-4.3129,2667,17,92
261110,7,TIGER 미국달러선물레버리지,15300,5,-125,-0.81,15262.0,-6.2311,1913,29,92
474390,6,SOL 국고채30년액티브,57335,5,-35,-0.06,57165.0,1.3693,640,36,92
450190,4,KODEX 한중반도체(합성),15060,5,-165,-1.08,15063.0,-14.1286,3,0,90
449580,7,RISE 테슬라애플아마존채권혼합,14865,2,65,0.44,14849.0,-3.6459,10122,149,89
215620,2,HK S&P코리아로우볼,14155,2,195,1.4,14120.0,6.924,1,0,89
269530,4,PLUS S&P글로벌인프라,17745,5,-235,-1.31,17731.0,3.9366,9850,177,89
390400,4,KODEX 미국스마트모빌리티S&P,5540,5,-65,-1.16,5537.0,-8.4898,2933,16,89
0007G0,4,PLUS 글로벌원자력밸류체인,9270,2,555,6.37,8706.0,-1.8029,200937,1858,88
395760,2,PLUS ESG성장주액티브,8800,2,35,0.4,8784.0,-0.1481,20,0,88
491630,4,RISE 미국반도체인버스(합성 H),19495,2,250,1.3,19487.0,1.0236,787,15,88
429740,7,PLUS K리츠,6740,5,-10,-0.15,6730.0,1.856,1883,12,88
457990,2,PLUS 태양광&ESS,12490,5,-335,-2.61,12544.0,9.4096,92741,1158,87
499150,4,SOL 미국S&P500엔화노출(H),9655,5,-65,-0.67,9698.0,-4.2271,2730,26,87
139320,5,TIGER 금은선물(H),14400,5,-60,-0.41,14269.0,10.6773,3051,43,86
404260,2,KODEX 기후변화솔루션,9570,5,-300,-3.04,9600.0,-1.1617,4752,46,86
424460,4,HANARO 글로벌워터MSCI(합성),14305,5,-95,-0.66,14265.0,4.4234,12,0,86
404120,2,TIMEFOLIO K신재생에너지액티브,12245,5,-45,-0.37,12279.0,0.8203,2774,33,86
192720,2,파워 고배당저변동성,35655,2,295,0.83,35583.0,4.2391,776,27,86
451150,4,에셋플러스 글로벌영에이지액티브,16955,5,-115,-0.67,16964.0,3.58,15,0,85
322410,2,HANARO 고배당,14100,2,35,0.25,14123.0,5.3242,8177,115,85
442560,7,RISE TDF2040액티브,12950,5,-45,-0.35,12920.0,-3.3111,597,7,84
0040Y0,7,SOL 팔란티어커버드콜OTM채권혼합,10465,2,65,0.63,10428.0,,114011,1195,84
0002C0,4,에셋플러스 인도일등기업포커스20액티브,10450,2,5,0.05,10449.0,,8850,93,84
253250,3,KIWOOM 200선물레버리지,14635,2,40,0.27,14628.0,-3.9803,2396,35,83
225050,4,TIGER 유로스탁스레버리지(합성 H),12820,5,-235,-1.8,13081.0,-3.4037,470,6,83
0005G0,2,ITF K-AI반도체코어테크,9730,5,-30,-0.31,9735.0,-10.1455,1092,10,83
292500,1,SOL KRX300,16535,2,75,0.46,16539.0,-1.9071,3,0,83
419420,4,KODEX 미국클린에너지나스닥,5505,5,-235,-4.09,5570.0,-10.2424,9172,50,83
364690,1,KODEX 혁신기술테마액티브,13730,5,-35,-0.25,13731.0,-1.8679,1590,21,82
475070,4,KoAct 글로벌친환경전력인프라액티브,14875,5,-200,-1.33,14893.0,-1.8236,2503,37,82
292160,1,TIGER KRX300,16360,2,80,0.49,16359.0,-2.0693,63,1,82
471780,2,TIGER 코리아테크액티브,8135,3,0,0.0,8125.0,-11.854,24,0,81
0047N0,4,PLUS 차이나AI테크TOP10,10160,3,0,0.0,10079.0,,383495,3892,81
415760,4,SOL 차이나육성산업액티브(합성),7375,5,-80,-1.07,7500.0,-13.2131,2794,20,81
457930,2,BNK 미래전략기술액티브,11465,2,15,0.13,11443.0,-3.8624,44,0,80
464060,4,HANARO 글로벌반도체TOP10 SOLACTIVE,16050,5,-125,-0.77,16091.0,-7.3332,193,3,80
183710,7,RISE 주식혼합,40120,3,0,0.0,40130.0,0.0498,1,0,80
305050,1,ACE 코스피,26690,5,-20,-0.07,26730.0,-1.0301,1324,35,80
182490,6,TIGER 단기선진하이일드(합성 H),13250,5,-40,-0.3,13257.0,0.3397,70,0,80
0015K0,4,TIGER 미국소비트렌드액티브,7855,5,-100,-1.26,7956.0,-16.3952,763,6,79
237440,7,TIGER 경기방어채권혼합,9645,5,-55,-0.57,9678.0,1.3054,2976,28,77
385710,2,TIMEFOLIO K이노베이션액티브,7655,2,15,0.2,7641.0,-6.4872,2208,16,77
375760,2,HANARO 탄소효율그린뉴딜,8490,2,45,0.53,8491.0,-1.539,160,1,76
498050,2,HANARO 바이오코리아액티브,10855,5,-15,-0.14,10856.0,-1.7624,1223,13,76
446690,4,KODEX 아시아AI반도체exChina액티브,15185,5,-120,-0.78,15356.0,-11.2342,39,0,76
375270,7,RISE 글로벌데이터센터리츠(합성),11670,5,-195,-1.64,11644.0,-6.7217,1680,19,76
462340,4,에셋플러스 글로벌다이나믹시니어액티브,14560,5,-70,-0.48,14584.0,-4.6595,16,0,76
497520,4,ACE 일라이릴리밸류체인,9460,5,-200,-2.07,9486.0,-13.5184,1629,15,76
281990,2,RISE 중소형고배당,12605,2,185,1.49,12607.0,7.2353,20508,257,76
337120,2,KODEX 멀티팩터,12605,2,60,0.48,12576.0,1.0145,1,0,76
497510,4,ACE 글로벌빅파마,9435,5,-65,-0.68,9430.0,-11.7511,25600,239,75
0013P0,4,RISE 미국은행TOP10,8815,5,-10,-0.11,8886.0,-8.6156,1902,16,75
289670,6,PLUS 국채선물10년,56765,2,55,0.1,56791.0,0.8626,98,5,75
251590,2,PLUS 고배당저변동50,13620,2,80,0.59,13598.0,7.0524,6312,85,75
253150,3,PLUS 200선물레버리지,29860,2,105,0.35,29848.0,-4.1707,51,1,75
460280,2,KIWOOM Fn유전자혁신기술,9930,5,-60,-0.6,9936.0,6.1072,5540,54,74
289260,2,TIGER MSCI KOREA ESG리더스,8825,2,70,0.8,8827.0,-4.9507,37,0,74
267440,6,RISE 미국장기국채선물(H),8210,2,40,0.49,8237.0,-3.0268,3816,31,74
400580,4,SOL 유럽탄소배출권선물S&P(H),10490,5,-30,-0.29,10536.0,-0.3788,468,4,73
495060,1,TIMEFOLIO 코리아밸류업액티브,9740,2,125,1.3,9754.0,-0.2594,5473,53,73
229720,1,KODEX KTOP30,14480,3,0,0.0,14475.0,-8.6148,206,2,72
0050E0,4,PLUS 미국AI에이전트,9640,5,-50,-0.52,9659.0,,145086,1401,72
307510,2,TIGER 의료기기,15965,5,-125,-0.78,16026.0,6.2747,3154,50,72
488290,4,마이다스 일본테크액티브,21935,2,170,0.78,21911.0,-6.1247,61,1,71
413930,2,WON AI ESG액티브,9500,2,30,0.32,9515.0,-0.5253,207,1,71
448100,1,WON 200,35475,2,35,0.1,35519.0,-0.681,45,1,71
360150,2,KODEX 코스닥150롱코스피200숏선물,8840,5,-40,-0.45,8855.0,-11.0666,8549,75,71
131890,2,ACE 삼성그룹동일가중,17650,5,-10,-0.06,17681.0,0.7645,473,8,71
