itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
489870,6,KIWOOM 25-09 회사채(AA-이상)액티브,51280,2,10,0.02,51279.0,0.8557,137,7,1067
463050,2,TIMEFOLIO K바이오액티브,11980,5,-80,-0.66,11957.0,-3.2879,63203,757,1054
461950,2,KODEX 2차전지핵심소재10,3015,5,-110,-3.52,3014.0,-31.7388,765722,2325,1052
429000,4,TIGER 미국S&P500배당귀족,11600,5,-80,-0.68,11566.0,-5.9582,66357,769,1044
228800,2,TIGER 여행레저,3210,5,-10,-0.31,3210.0,4.5794,398309,1273,1043
491230,6,PLUS 국공채머니마켓액티브,51305,2,5,0.01,51295.0,0.8155,2336,119,1039
419890,6,KIWOOM 단기채권ESG액티브,108190,2,15,0.01,108191.0,1.032,277,29,1039
245340,4,TIGER 미국다우존스30,28200,5,-130,-0.46,28145.0,-8.5746,6927,195,1032
412770,4,TIGER 글로벌AI플랫폼액티브,11620,5,-40,-0.34,11558.0,-8.2613,2755,32,1026
130730,6,KIWOOM 단기자금,102900,2,25,0.02,102892.0,0.7985,10805,1111,1026
471990,2,KODEX AI반도체핵심장비,8090,5,-65,-0.8,8106.0,-19.1053,179170,1455,1015
385510,2,KODEX 신재생에너지액티브,19930,2,210,1.06,19896.0,9.1674,495729,9840,1006
438570,6,SOL 국고채10년,109700,2,60,0.05,109630.0,1.4011,147,16,1005
213610,2,KODEX 삼성그룹밸류,7965,5,-50,-0.62,7970.0,-3.2706,7311,58,996
328370,1,PLUS 코스피TR,14330,2,50,0.35,14296.0,-1.1423,5690,81,989
401170,2,RISE 메타버스,6055,2,60,1.0,6041.0,-4.1567,10015,60,988
0025N0,7,TIGER TDF2045,9740,5,-35,-0.36,9751.0,,97053,946,974
0005A0,4,KODEX 미국S&P500데일리커버드콜OTM,8730,5,-90,-1.02,8731.0,-8.2111,130144,1140,969
441800,1,TIMEFOLIO Korea플러스배당액티브,13270,2,185,1.41,13290.0,-0.5473,104128,1379,969
422420,2,RISE 2차전지액티브,4680,5,-140,-2.9,4699.0,-33.6089,359096,1698,958
455860,2,SOL 2차전지소부장Fn,2935,5,-95,-3.14,2925.0,-30.4089,418653,1231,957
0046A0,6,TIGER 미국초단기(3개월이하)국채,9535,5,-50,-0.52,9552.0,,329215,3145,954
0026E0,4,KODEX 미국S&P500버퍼3월액티브,9495,5,-15,-0.16,9546.0,,3868,36,950
453330,4,RISE 미국S&P500(H),14140,5,-45,-0.32,14169.0,-4.754,12601,178,947
473590,4,ACE 미국주식베스트셀러,17670,2,85,0.48,17642.0,-3.802,61585,1090,937
465610,4,ACE 미국빅테크TOP7 Plus레버리지(합성),22810,5,-50,-0.22,23022.0,-22.9915,23416,540,935
472150,2,TIGER 배당커버드콜액티브,10330,2,30,0.29,10321.0,0.253,19922,205,935
325020,2,KODEX 배당가치,13800,5,-10,-0.07,13794.0,1.4396,6112,84,925
332930,1,HANARO 200TR,44905,2,95,0.21,44948.0,-0.8738,63,2,921
270810,1,RISE 코스닥150,11405,5,-45,-0.39,11438.0,-11.9841,100231,1144,917
434730,2,HANARO 원자력iSelect,26490,2,1165,4.6,26445.0,15.6287,982935,25737,914
150460,2,TIGER 중국소비테마,7225,3,0,0.0,7237.0,15.8966,83208,599,913
190620,6,ACE 단기통안채,101585,2,5,0.0,101583.0,0.7688,22142,2249,911
475280,6,ACE 8월만기자동연장회사채AA-이상액티브,10515,3,0,0.0,10513.0,0.9601,11,0,910
461500,6,HANARO 종합채권(AA-이상)액티브,114945,2,30,0.03,115001.0,0.9886,367,42,891
448330,1,KODEX 삼성전자채권혼합,10580,5,-25,-0.24,10569.0,-0.4693,38514,407,889
489030,2,PLUS 고배당주위클리커버드콜,9890,2,95,0.97,9899.0,9.5392,136828,1349,880
275980,4,TIGER 글로벌4차산업혁신기술(합성 H),17000,2,40,0.24,17082.0,-5.2514,5114,86,870
400970,2,TIGER Fn메타버스,6980,3,0,0.0,6989.0,-0.2002,23683,165,869
102970,2,KODEX 증권,9940,2,105,1.07,9908.0,26.4138,710028,7060,865
114820,6,TIGER 국채3년,108245,2,50,0.05,108263.0,1.2891,633,68,862
325010,2,KODEX 성장주,14160,5,-5,-0.04,14191.0,-5.5289,36,0,850
308620,6,KODEX 미국10년국채선물,11465,2,10,0.09,11448.0,-3.047,81692,937,848
310960,1,TIGER 200TR,20120,2,105,0.52,20066.0,-0.7439,30894,619,845
251600,7,PLUS 고배당주채권혼합,13010,2,65,0.5,12950.0,4.4288,176968,2299,833
204480,4,TIGER 차이나CSI300레버리지(합성),16695,5,-395,-2.31,16918.0,-11.9073,18901,318,828
329660,7,KODEX TRF5050,16040,5,-90,-0.56,16039.0,-1.7063,13726,220,818
452250,6,ACE 미국30년국채선물레버리지(합성 H),5175,2,65,1.27,5204.0,-10.5079,218206,1126,810
464310,4,TIGER 글로벌AI&로보틱스 INDXX,11985,5,-100,-0.83,11957.0,-13.8632,29035,348,809
475350,4,RISE 버크셔포트폴리오TOP10,11945,5,-100,-0.83,11920.0,-8.5769,50921,610,800
267770,3,TIGER 200선물레버리지,12305,2,30,0.24,12313.0,-4.2512,82451,1019,800
480310,4,TIGER 글로벌온디바이스AI,9895,5,-115,-1.15,9904.0,-10.071,87993,870,787
480040,4,ACE 미국반도체데일리타겟커버드콜(합성),8405,5,-100,-1.18,8426.0,-14.7112,51758,435,773
0026S0,4,1Q 미국S&P500,9790,5,-60,-0.61,9786.0,,166809,1640,764
486830,6,HANARO 머니마켓액티브,51540,5,-5,-0.01,51544.0,0.7919,916,47,762
469070,2,RISE AI&로봇,8945,2,10,0.11,8937.0,-14.6121,161527,1441,760
365000,2,TIGER 인터넷TOP10,3540,2,5,0.14,3532.0,-16.706,139890,494,759
449770,4,KIWOOM 미국S&P500,16035,5,-110,-0.68,16050.0,-7.6109,3453,55,754
441540,2,HANARO Fn조선해운,21850,5,-10,-0.05,21830.0,22.0138,67552,1465,743
476690,4,TIGER 글로벌비만치료제TOP2Plus,8660,5,-25,-0.29,8588.0,-13.9247,33664,290,740
468820,6,WON 25-09 회사채(AA-이상)액티브,54690,5,-15,-0.03,54686.0,0.8387,2,0,738
0047A0,4,TIGER 차이나테크TOP10,10035,5,-65,-0.64,9986.0,,2177258,21921,728
292560,7,TIGER 일본엔선물,9070,5,-35,-0.38,9070.0,0.9423,59501,539,726
266420,2,KODEX 헬스케어,16370,5,-155,-0.94,16407.0,-6.7544,17395,285,720
195980,4,PLUS 신흥국MSCI(합성 H),10500,2,5,0.05,10493.0,2.6405,14373,150,710
399110,4,SOL 미국S&P500ESG,15410,5,-105,-0.68,15390.0,-8.7139,6504,100,709
261270,7,KODEX 미국달러선물인버스,8215,2,30,0.37,8230.0,3.542,70011,573,694
494310,2,KODEX 반도체레버리지,7705,5,-85,-1.09,7800.0,-29.0529,1045237,8152,690
138540,2,TIGER 현대차그룹+펀더멘털,27355,3,0,0.0,27307.0,1.4387,141492,3862,684
252710,3,TIGER 200선물인버스2X,2210,5,-5,-0.23,2208.0,-1.1161,678207,1489,676
491010,4,TIGER 글로벌AI전력인프라액티브,12730,2,230,1.84,12569.0,-7.476,126459,1618,671
458750,4,TIGER 미국배당다우존스타겟커버드콜1호,10345,5,-95,-0.91,10325.0,-10.8531,43212,447,667
440640,6,ACE 단기채권알파액티브,110475,2,5,0.0,110486.0,0.895,950,104,666
471760,2,TIGER AI반도체핵심공정,7520,5,-75,-0.99,7515.0,-21.1237,276745,2089,662
278240,3,RISE 코스닥150선물레버리지,7510,5,-45,-0.6,7512.0,-24.5255,3106,23,657
471460,6,KIWOOM 국고채30년액티브,65465,2,45,0.07,65503.0,1.3336,21274,1392,655
174360,4,RISE 중국본토대형주CSI100,18080,5,-150,-0.82,17990.0,-4.58,3713,67,651
329670,7,KODEX TRF7030,18445,5,-170,-0.91,18488.0,-2.7684,8408,155,646
245360,4,TIGER 차이나HSCEI,12500,5,-100,-0.79,12420.0,-3.8315,10931,137,644
497880,6,SOL CD금리&머니마켓액티브,50115,2,10,0.02,50117.0,0.8027,31997,1603,642
233160,3,TIGER 코스닥150 레버리지,7475,5,-45,-0.6,7482.0,-24.8752,189618,1415,632
266160,2,RISE 고배당,13715,2,55,0.4,13740.0,2.9777,8453,116,631
139280,2,TIGER 경기방어,10290,5,-10,-0.1,10269.0,1.8793,12322,126,630
269540,4,PLUS 미국S&P500(H),23200,5,-60,-0.26,23240.0,-5.0264,3911,90,626
490590,4,RISE 미국AI밸류체인데일리고정커버드콜,9720,5,-45,-0.46,9718.0,-7.8861,175958,1716,622
0052D0,2,TIGER 코리아배당다우존스,10010,2,95,0.96,9995.0,,1153188,11504,621
395290,2,HANARO Fn K-POP&미디어,8955,2,225,2.58,8953.0,6.3985,274338,2430,618
437070,6,KODEX 아시아달러채권ESG플러스액티브,58815,5,-120,-0.2,58755.0,-3.163,58,3,607
476070,4,KODEX 글로벌비만치료제TOP2 Plus,8980,5,-35,-0.39,8892.0,-15.2407,20168,180,606
490480,2,SOL K방산,19600,2,95,0.49,19624.0,18.4202,175267,3426,598
460960,7,ACE 글로벌인컴TOP10 SOLACTIVE,10455,5,-25,-0.24,10448.0,-8.1186,22038,230,591
272910,6,ACE 중장기국공채액티브,108875,2,60,0.06,108891.0,1.4639,195,21,585
261220,5,KODEX WTI원유선물(H),13200,5,-160,-1.2,13173.0,-12.9359,89161,1178,584
139660,7,KIWOOM 미국달러선물인버스,8530,2,10,0.12,8557.0,3.6496,2481,21,582
204450,4,KODEX 차이나H레버리지(H),2635,2,5,0.19,2620.0,-6.572,248073,655,567
453080,4,KIWOOM 미국나스닥100(H),16965,5,-10,-0.06,17012.0,-5.0244,167390,2845,560
237350,1,KODEX 코스피100,26540,2,30,0.11,26550.0,-1.5304,10186,270,557
261240,7,KODEX 미국달러선물,13725,5,-45,-0.33,13717.0,-2.7199,26920,369,552
412570,2,TIGER 2차전지TOP10레버리지,675,5,-36,-5.06,672.0,-54.0995,6710299,4565,543
411420,4,KODEX 미국나스닥AI테크액티브,14555,5,-25,-0.17,14541.0,-6.0265,4972,72,539
447620,7,SOL 미국TOP5채권혼합40 Solactive,13070,2,25,0.19,13074.0,-3.727,9984,130,536
454320,2,HANARO CAPEX설비투자iSelect,18380,2,280,1.55,18379.0,6.8098,28213,515,533
455960,6,RISE 미국달러SOFR금리액티브(합성),11455,5,-45,-0.39,11478.0,-2.7073,194,2,533
484880,2,SOL 금융지주플러스고배당,12790,2,200,1.59,12792.0,11.1699,137324,1753,531
225040,4,TIGER 미국S&P500레버리지(합성 H),42420,5,-230,-0.54,42557.0,-12.7009,4882,207,526
471040,4,KoAct 글로벌AI&로봇액티브,13825,2,75,0.55,13839.0,-14.0894,18083,250,525
203780,4,TIGER 미국나스닥바이오,20710,5,-65,-0.31,20611.0,-14.0997,20076,415,518
461260,6,ACE 25-06 회사채(AA-이상)액티브,10865,2,5,0.05,10881.0,0.5555,393,4,511
280930,4,KODEX 미국러셀2000(H),12145,5,-30,-0.25,12163.0,-9.8483,8585,104,510
123320,3,TIGER 레버리지,15940,2,20,0.13,15960.0,-4.0097,58799,941,510
453650,4,KODEX 미국S&P500금융,16955,5,-125,-0.73,17015.0,-5.7188,8723,148,509
487910,4,ACE 인도컨슈머파워액티브,9065,2,5,0.06,9074.0,2.4307,24360,221,508
468380,6,KODEX iShares미국하이일드액티브,10945,5,-15,-0.14,10942.0,-3.9524,64602,707,506
490600,4,RISE 미국배당100데일리고정커버드콜,8620,5,-70,-0.81,8594.0,-10.5784,124782,1077,504
448490,6,HANARO 32-10 국고채액티브,58055,2,35,0.06,57999.0,1.5223,36,2,498
475260,6,ACE 2월만기자동연장회사채AA-이상액티브,10530,3,0,0.0,10526.0,0.9587,2522,26,495
403790,1,마이다스 코스피액티브,21165,2,15,0.07,21165.0,0.8583,222,4,492
464470,6,PLUS 미국채30년액티브,48470,2,150,0.31,48466.0,-7.969,33137,1607,491
315960,2,RISE 대형고배당10TR,18890,2,20,0.11,18933.0,-1.4365,2229,42,491
461600,6,SOL 미국30년국채액티브(H),8570,2,70,0.82,8549.0,-5.028,48372,414,488
426150,6,WON 대한민국국고채액티브,58970,2,115,0.2,58908.0,1.221,2312,136,487
279530,2,KODEX 고배당,11240,2,85,0.76,11245.0,7.7569,67156,753,483
456680,4,TIGER 차이나전기차레버리지(합성),6450,5,-75,-1.15,6516.0,-16.0232,24831,162,482
385720,1,TIMEFOLIO 코스피액티브,10000,2,30,0.3,10036.0,0.4534,16823,168,480
491620,4,RISE 미국테크100데일리고정커버드콜,9480,5,-35,-0.37,9486.0,-8.2804,159418,1515,479
395170,2,KODEX Top10동일가중,6935,5,-50,-0.72,6943.0,-5.506,787,5,479
423170,4,SOL 한국형글로벌반도체액티브,17420,5,-285,-1.61,17540.0,-10.2318,7317,128,477
496090,1,KIWOOM 코리아밸류업,10235,2,55,0.54,10254.0,1.2935,251,2,471
407830,4,에셋플러스 글로벌플랫폼액티브,13450,2,35,0.26,13486.0,-4.5536,2713,36,471
099140,4,KODEX 차이나H,21780,5,-155,-0.71,21695.0,-4.0884,6197,136,468
447430,2,ACE 주주환원가치주액티브,14165,2,165,1.18,14175.0,5.9722,37618,532,467
495050,1,RISE 코리아밸류업,10320,2,40,0.39,10344.0,1.2408,1924,19,464
278620,6,PLUS 단기채권액티브,117360,2,50,0.04,117351.0,0.9161,180,21,461
117700,2,KODEX 건설,3630,2,185,5.37,3645.0,10.5229,1129602,4078,461
461460,6,PLUS 국고채10년액티브,56495,2,15,0.03,56435.0,1.5735,162,9,458
426020,4,TIMEFOLIO 미국S&P500액티브,20160,5,-40,-0.2,20252.0,-8.4108,22095,447,456
465330,2,RISE 2차전지TOP10,6270,5,-230,-3.54,6273.0,-30.5779,406131,2565,455
433970,7,KODEX TDF2030액티브,12790,5,-25,-0.2,12802.0,-1.7556,17867,228,454
336160,6,RISE 금융채액티브,103960,2,45,0.04,103963.0,1.3824,427,44,447
101280,4,KODEX 일본TOPIX100,22290,2,15,0.07,22245.0,-0.1077,3851,85,441
0000D0,7,TIGER 엔비디아미국채커버드콜밸런스(합성),8790,2,45,0.51,8780.0,-8.2372,20139,176,440
152870,1,파워 200,34955,2,30,0.09,35027.0,-0.8151,42,1,437
414270,4,ACE 글로벌자율주행액티브,11295,2,5,0.04,11253.0,-8.1741,123378,1394,435
475270,6,ACE 5월만기자동연장회사채AA-이상액티브,10500,3,0,0.0,10503.0,0.7194,3500,36,435
359210,1,KODEX 코스피TR,13165,3,0,0.0,13169.0,-1.0523,2771,36,434
469170,2,ACE 포스코그룹포커스,4095,5,-70,-1.68,4082.0,-14.1061,298515,1226,434
476030,4,SOL 미국나스닥100,12190,5,-65,-0.53,12198.0,-7.878,18406,225,433
472830,6,RISE 미국30년국채커버드콜(합성),8630,2,30,0.35,8599.0,-6.8861,66338,572,432
0048K0,4,KODEX 차이나휴머노이드로봇,9060,5,-140,-1.52,9068.0,,798401,7339,430
122260,6,KIWOOM 통안채1년,104255,2,5,0.0,104263.0,0.8952,578,60,427
322400,2,HANARO e커머스,9930,2,50,0.51,9950.0,-4.0032,2217,21,427
0007N0,1,아이엠에셋 200,34935,2,40,0.11,34947.0,-0.8524,2000,69,419
367760,2,RISE 5G테크,9930,5,-10,-0.1,9929.0,-9.9801,7405,73,417
108450,2,ACE 삼성그룹섹터가중,13680,5,-80,-0.58,13695.0,-3.5402,587,8,410
266360,2,KODEX 미디어&엔터테인먼트,11630,5,-25,-0.21,11644.0,-2.7697,51220,596,407
445150,2,KODEX 친환경조선해운액티브,20825,2,70,0.34,20786.0,22.2968,16085,332,406
496770,4,PLUS 글로벌방산,15185,5,-90,-0.59,15193.0,42.0005,49365,753,402
421320,2,PLUS 우주항공&UAM,20115,5,-30,-0.15,20071.0,14.1295,28171,565,402
152380,6,KODEX 국채선물10년,71040,5,-25,-0.04,71031.0,1.2899,13224,940,401
477730,4,KODEX 인도타타그룹,9250,2,35,0.38,9291.0,0.9863,10862,99,398
396520,4,TIGER 차이나반도체FACTSET,6470,5,-60,-0.92,6456.0,-16.2821,46469,303,396
245350,4,TIGER 유로스탁스배당30,15860,5,-140,-0.87,15738.0,20.3278,12194,195,389
195970,4,PLUS 선진국MSCI(합성 H),13395,5,-70,-0.52,13407.0,6.6957,3808,51,388
433980,7,KODEX TDF2040액티브,13550,5,-45,-0.33,13549.0,-2.5728,13211,179,386
195930,4,TIGER 유로스탁스50(합성 H),19795,2,65,0.33,19760.0,0.8949,9430,186,386
371470,4,TIGER 차이나바이오테크SOLACTIVE,6525,5,-30,-0.46,6506.0,2.262,47869,315,384
458030,6,WON 단기국공채액티브,53790,3,0,0.0,53795.0,0.7775,857,46,381
444490,4,WON 미국S&P500,15130,5,-105,-0.69,15127.0,-7.6667,4177,63,378
388280,2,RISE 컨택트대표,7150,2,80,1.13,7165.0,8.5021,9614,68,378
438320,4,TIGER 차이나항셍테크레버리지(합성 H),8230,5,-45,-0.54,8172.0,-25.4841,97248,807,376
337160,2,KODEX 200ESG,13380,3,0,0.0,13374.0,-2.6626,1966,26,375
453010,7,PLUS KOFR금리,107560,2,15,0.01,107557.0,0.6645,1025,110,372
469150,2,ACE AI반도체포커스,12560,5,-95,-0.75,12579.0,-12.9343,37288,472,371
332500,1,ACE 200TR,22990,2,25,0.11,23023.0,-0.7778,335,7,368
0038A0,4,KODEX 미국휴머노이드로봇,11475,2,55,0.48,11496.0,,526823,6059,367
276970,4,KODEX 미국S&P500배당귀족커버드콜(합성 H),7780,5,-25,-0.32,7732.0,-5.7823,8852,68,366
463300,4,RISE 중국본토CSI300,10375,5,-80,-0.77,10394.0,-4.8681,3380,35,363
466930,2,SOL 자동차TOP3플러스,9425,5,-145,-1.52,9409.0,-5.7793,22837,215,363
475380,7,RISE 글로벌리얼티인컴,10025,5,-70,-0.69,10003.0,-3.5817,11545,115,361
138230,7,KIWOOM 미국달러선물,15605,5,-35,-0.22,15584.0,-2.7364,729,11,360
261250,7,KODEX 미국달러선물레버리지,15195,5,-155,-1.01,15198.0,-6.231,55678,847,353
332940,1,HANARO MSCI Korea TR,14330,2,55,0.39,14318.0,-3.4495,51,0,344
304780,3,HANARO 200선물레버리지,18015,2,140,0.78,17914.0,-4.1041,74,1,342
123310,3,TIGER 인버스,4895,2,5,0.1,4878.0,0.5138,63722,310,338
461340,4,HANARO 글로벌생성형AI액티브,19735,5,-10,-0.05,19753.0,-7.923,5020,99,335
448570,1,FOCUS AI코리아액티브,12425,2,35,0.28,12427.0,-2.8083,488,6,335
476850,1,KoAct 배당성장액티브,9715,2,55,0.57,9726.0,3.139,3839,37,335
167860,6,KIWOOM 국고채10년레버리지,115035,2,200,0.17,115293.0,1.4846,154,17,334
488720,7,WON 종합채권(AA-이상)액티브,52205,2,60,0.12,52139.0,1.3803,1968,102,327
364990,2,TIGER 게임TOP10,5130,5,-105,-2.01,5140.0,0.673,63400,326,326
0008T0,2,SOL 화장품TOP3플러스,13270,2,350,2.71,13242.0,22.0595,421426,5517,325
491220,1,PLUS 200TR,40635,2,30,0.07,40667.0,-0.7213,24,0,325
474590,2,WON 반도체밸류체인액티브,8885,2,40,0.45,8911.0,-7.8166,125,1,324
495550,1,SOL 코리아밸류업TR,10420,2,60,0.58,10401.0,1.5188,779,8,323
352560,7,KODEX 미국부동산리츠(H),11520,5,-45,-0.39,11533.0,-4.8775,6457,74,323
0041D0,4,KODEX 미국AI소프트웨어TOP10,12165,2,155,1.29,12156.0,,156339,1906,322
0015B0,4,KoAct 미국나스닥성장기업액티브,9560,2,60,0.63,9543.0,,7124,68,320
363580,2,KODEX 200IT TR,10000,5,-15,-0.15,10008.0,-10.4605,266,2,320
332610,6,PLUS 미국단기회사채(AAA~A),124945,5,-385,-0.31,124931.0,-2.5671,70,8,320
200030,4,KODEX 미국S&P500산업재(합성),33575,2,25,0.07,33617.0,-1.915,509,17,315
332620,6,PLUS 미국장기우량회사채,88145,2,345,0.39,88122.0,-7.7179,798,70,315
434960,1,DAISHIN343 K200,34950,2,60,0.17,35031.0,-0.7482,1,0,315
236350,4,TIGER 인도니프티50레버리지(합성),41220,2,560,1.38,41276.0,8.1095,10405,422,313
256440,4,ACE 인도네시아MSCI(합성),8950,2,20,0.22,9009.0,-0.888,14286,127,313
400570,4,KODEX 유럽탄소배출권선물ICE(H),10270,5,-60,-0.58,10307.0,0.1454,2772,28,312
494330,2,ACE 라이프자산주주가치액티브,11340,2,145,1.3,11328.0,5.8929,20657,233,312
473490,4,KIWOOM 글로벌AI반도체,14800,5,-15,-0.1,14817.0,-4.0915,4941,73,311
493420,4,SOL 미국배당다우존스TR,9640,5,-45,-0.46,9581.0,-10.4485,10697,103,308
485690,4,RISE 미국AI밸류체인TOP3Plus,11285,5,-65,-0.57,11319.0,-7.4226,3966,44,305
371450,4,TIGER 글로벌클라우드컴퓨팅INDXX,11135,5,-30,-0.27,11258.0,-15.0628,7287,81,303
114470,6,KIWOOM 국고채3년,111860,2,30,0.03,111901.0,1.2851,4184,467,302
211560,2,TIGER 배당성장,20530,2,60,0.29,20562.0,4.8936,14961,307,302
495230,1,KoAct 코리아밸류업액티브,10375,2,80,0.78,10361.0,-1.5681,1644,17,301
237370,7,KODEX 배당성장채권혼합,13635,2,25,0.18,13589.0,2.5621,25063,341,300
0046Y0,4,ACE 미국배당퀄리티,9975,5,-105,-1.04,9996.0,,305997,3066,299
438900,2,HANARO Fn K-푸드,11700,2,10,0.09,11712.0,6.7384,153023,1786,298
160580,5,TIGER 구리실물,11535,5,-115,-0.99,11596.0,-3.5597,35884,414,294
411860,4,KIWOOM 독일DAX,16245,5,-80,-0.49,16171.0,10.8884,82120,1335,292
465660,4,TIGER 일본반도체FACTSET,11015,5,-20,-0.18,10978.0,-14.9388,2076,22,292
300640,2,RISE 게임테마,7860,5,-190,-2.36,7875.0,-4.2579,17201,135,291
368190,2,HANARO Fn K-뉴딜디지털플러스,6320,5,-75,-1.17,6308.0,-17.002,737,4,291
469050,4,RISE 미국반도체NYSE(H),12860,5,-150,-1.15,12909.0,-10.6272,5764,74,289
227540,2,TIGER 200 헬스케어,17945,5,-340,-1.86,17957.0,-10.0502,14649,264,280
495040,1,PLUS 코리아밸류업,10255,2,85,0.84,10261.0,1.3857,411,4,277
433500,2,ACE 원자력테마딥서치,25110,2,1295,5.44,25128.0,13.2968,380377,9482,276
360140,2,KODEX 200롱코스닥150숏선물,9765,2,45,0.46,9739.0,12.1107,8485,82,273
495940,4,RISE 미국AI테크액티브,9730,3,0,0.0,9759.0,-13.3185,6957,67,272
139220,2,TIGER 200 건설,3640,2,205,5.97,3655.0,13.6664,1010643,3659,272
287180,4,PLUS 미국나스닥테크,34015,5,-290,-0.85,34035.0,-9.885,1415,48,272
271060,5,KODEX 3대농산물선물(H),8440,2,50,0.6,8468.0,-8.7052,59530,501,271
298770,4,KODEX 한국대만IT프리미어,24455,2,5,0.02,24399.0,-4.8602,19106,467,269
210780,2,TIGER 코스피고배당,15945,2,155,0.98,15949.0,5.3087,7406,117,268
437350,6,RISE 미국단기투자등급회사채액티브,11790,5,-45,-0.38,11791.0,-2.3918,26481,312,265
363510,6,SOL KIS단기통안채,110415,3,0,0.0,110421.0,0.716,279,30,265
489290,4,WON 미국빌리어네어,12030,5,-25,-0.21,12011.0,-6.369,4874,58,265
256750,4,KODEX 차이나심천ChiNext(합성),8650,5,-90,-1.03,8702.0,-13.6364,5683,49,264
481340,6,RISE 미국30년국채액티브,9080,2,60,0.67,9067.0,-8.8245,92029,836,263
289480,3,TIGER 200커버드콜,8435,2,25,0.3,8458.0,1.1911,14359,121,261
491090,4,KODEX 미국테크TOP3플러스,11590,2,10,0.09,11617.0,-8.5309,1317,15,261
394350,4,KIWOOM 글로벌퓨처모빌리티,11810,2,275,2.38,11835.0,-5.2567,12555,148,260
326230,2,RISE 내수주플러스,9125,2,90,1.0,9101.0,4.8752,1519,13,259
494220,2,UNICORN SK하이닉스밸류체인액티브,9555,2,105,1.11,9574.0,-11.5997,10313,98,258
272570,6,RISE 중장기국공채액티브,111560,2,65,0.06,111541.0,1.4974,34,3,258
494410,4,PLUS 미국S&P500성장주,10420,5,-45,-0.43,10415.0,-7.0439,3346,34,250
464920,4,PLUS 일본반도체소부장,11615,5,-115,-0.98,11681.0,-10.6082,4002,46,250
377990,2,TIGER Fn신재생에너지,10395,5,-150,-1.42,10411.0,9.5015,201466,2088,249
453820,4,KODEX 인도Nifty50레버리지(합성),16620,2,255,1.56,16665.0,6.6123,7806,127,249
495330,1,1Q 코리아밸류업,10305,2,35,0.34,10314.0,1.8344,558,5,247
486240,2,DAISHIN343 AI반도체&인프라액티브,7705,5,-40,-0.52,7729.0,-11.6876,41,0,247
0023A0,4,SOL 미국양자컴퓨팅TOP10,15315,2,1835,13.61,15479.0,,591195,9139,245
419430,4,KODEX 차이나2차전지MSCI(합성),6970,5,-35,-0.5,6950.0,-1.1292,10123,70,244
479620,4,SOL 미국AI반도체칩메이커,9550,5,-75,-0.78,9547.0,-11.6892,7482,71,244
457690,6,KODEX 33-06 국고채액티브,11220,2,20,0.18,11229.0,1.2658,15259,171,242
248270,4,TIGER S&P글로벌헬스케어(합성),21155,5,-300,-1.4,21121.0,-9.6822,5646,119,241
0017Y0,6,1Q 종합채권(AA-이상)액티브,101215,3,0,0.0,101274.0,,1,0,241
457700,6,KODEX 53-09 국고채액티브,12465,2,5,0.04,12468.0,1.1774,18901,235,241
300950,2,KODEX 게임산업,6610,5,-100,-1.49,6615.0,-0.134,37068,245,238
453640,4,KODEX 미국S&P500헬스케어,11045,5,-70,-0.63,10913.0,-13.0486,24954,275,237
218420,4,KODEX 미국S&P500에너지(합성),13020,5,-125,-0.95,13030.0,-14.337,6185,80,236
440910,4,WON 미국우주항공방산,17455,5,-75,-0.43,17434.0,6.3713,13671,239,236
0040S0,4,HANARO 글로벌피지컬AI액티브,11765,5,-75,-0.63,11796.0,,167775,1983,235
250730,4,RISE 차이나HSCEI(H),10205,5,-55,-0.54,10221.0,-0.9175,21254,218,235
169950,4,KODEX 차이나A50,21315,5,-315,-1.46,21432.0,-0.2307,980,21,234
0022T0,4,SOL 골드커버드콜액티브,10655,5,-60,-0.56,10542.0,,163390,1733,234
418670,4,TIGER 글로벌AI사이버보안,14460,3,0,0.0,14546.0,-8.4231,8229,119,231
442570,7,RISE TDF2050액티브,13165,5,-20,-0.15,13144.0,-3.9345,5090,67,230
140700,2,KODEX 보험,9200,2,255,2.85,9183.0,1.142,71797,657,230
488080,3,TIGER 반도체TOP10레버리지,4320,5,-60,-1.37,4335.0,-27.5435,131178,572,229
276650,4,RISE 글로벌테크놀로지(합성 H),30520,3,0,0.0,30628.0,-5.5109,418,12,229
497780,4,KoAct 미국천연가스인프라액티브,8605,2,65,0.76,8671.0,-11.4108,15022,128,228
483330,4,ACE 마이크로소프트밸류체인액티브,11675,2,25,0.21,11702.0,-10.728,10972,128,228
292770,6,KODEX 국채선물3년인버스,55170,2,60,0.11,55134.0,0.0453,2,0,225
495750,1,HANARO 코리아밸류업,10185,3,0,0.0,10256.0,1.2425,0,0,224
104530,2,KIWOOM 고배당,12405,2,195,1.6,12383.0,8.3695,22916,283,223
409810,4,KODEX 미국나스닥100선물인버스(H),7540,2,10,0.13,7516.0,1.8255,177317,1332,222
261070,2,TIGER 코스닥150바이오테크,13870,2,65,0.47,13921.0,-0.3537,45508,629,222
352540,7,KODEX 일본부동산리츠(H),11090,2,40,0.36,11099.0,2.9439,4470,49,222
387270,4,TIGER 글로벌이노베이션액티브,16190,5,-80,-0.49,16263.0,-6.7355,749,12,222
449780,4,KIWOOM 미국S&P500(H),14645,5,-25,-0.17,14662.0,-4.8392,33523,491,220
